Store;DSM;Div;Mall;Address;City;State;Zip;Country;Phone
6440;4122;Claires;RICHLAND MALL;636 RICHLAND MALL;MANSFIELD;OH;44906;USA;419 529 8855
6441;6002;Claires;TULARE OUTLET CENTER;1405 RETHERFORD STREET;TULARE;CA;93274;USA;559 687 1241
6443;5004;Claires;STRATFORD SQUARE MALL;902 STRATFORD SQUARE MALL;BLOOMINGDALE;IL;60108;USA;630 307 7753
6447;5201;Claires;GREENVILLE MALL;714 SOUTHEAST GREENVILLE BLVD;COLONIAL-GREENVILLE;NC;27858;USA;252 756 2478
6448;5206;Claires;CRABTREE VALLEY MALL;4325 GLENWOOD AVENUE;RALEIGH;NC;27612;USA;919 781 6431
6450;6112;Claires;FIRST COLONY MALL;16535 SOUTHWEST FREEWAY  #105;SUGARLAND;TX;77479;USA;281 491 2772
6451;6002;Claires;SANTA MARIA TOWN CENTER;130 TOWN CENTER EAST;SANTA MARIA;CA;93454;USA;805 928 0181
6452;4220;Claires;SWANSEA MALL;262 SWANSEA MALL DRIVE;SWANSEA;MA;02777;USA;508 678 7720
6453;7108;Claires;SHERWOOD MALL;5308 PACIFIC AVE., SUITE #9;STOCKTON;CA;95207;USA;209 473 8849
6454;6003;Claires;GALLERIA AT SUNSET;1300 WEST SUNSET ROAD;HENDERSON;NV;89014;USA;702 434 4377
6455;5009;Claires;TANGER O.C. WILLIAMSBURG;116 TANGER DRIVE;WILLIAMSBURG;IA;52361;USA;319 668 9582
6456;5202;Claires;AZALEA SQUARE;464B AZALEA SQUARE BLVD;SUMMERVILLE;SC;29483;USA;843 871 4893
6457;5002;Claires;BROOKFIELD SQUARE;95 N. MOORLAND ROAD SPC #D-9;BROOKFIELD;WI;53005;USA;262 860 1302
6460;6001;Claires;KUKUI GROVE CENTER;3-2600 KAUMUALII HWY #1910;LIHUE;HI;96766;USA;808 245 8597
6461;4122;Claires;RICHMOND SQUARE;GARWOOD RD & US 40E #525;RICHMOND;IN;47374;USA;765 939 2534
6462;6205;Claires;TANGER O.C. GONZALES;2200 TANGER BLVD  SPACE #124;GONZALES;LA;70737;USA;225 647 2406
6463;4105;Claires;HERITAGE PARK PLACE;6311 DORT HWY;GRAND BLANC;MI;48439;USA;810 694 7702
6465;6001;Claires;PRINCE KUHIO PLAZA;111 EAST PUAINAKO ST.;HILO;HI;96720;USA;808 959 2075
6467;5201;Claires;BERKELEY MALL;613K BERKELEY BLVD.;GOLDSBORO;NC;27534;USA;919 751 2722
6468;5309;Claires;TIFTON MALL;458 VIRGINIA AVENUE SPACE #3-A;TIFTON;GA;31794;USA;229 388 1622
6471;7014;Claires;COLUMBIA-GRAND FORKS;2800 COLUMBIA RD. SP #437;GRAND FORKS;ND;58201;USA;701 775 3351
6472;5304;Claires;SAWGRASS MILLS;12801 W. SUNRISE BLVD SP.303;SUNRISE;FL;33323;USA;954 851 9957
6473;6212;Claires;COLUMBIA-MO;2300 W. BERNADETTE DR. SPC 502;COLUMBIA;MO;65203;USA;573 446 0297
6474;6112;Claires;RICE VILLAGE ARCADE MALL;2509 AMHEARST;HOUSTON;TX;77005;USA;713 521 1076
6476;6205;Claires;MALL OF LOUISIANA;6401 BLUBONNET BLVD SPC #110;BATON ROUGE;LA;70836;USA;225 757 1725
6477;4122;Claires;THE MALL @ TUTTLE CROSSING;5043 TUTTLE CROSSING;DUBLIN;OH;43016;USA;614 799 0403
6481;6207;Claires;BONITA LAKES MALL;1570 BONITA LAKES CIRCLE;MERIDIAN;MS;39301;USA;601 483 3136
6483;4124;Claires;SOUTHPARK;500 SOUTHPARK CENTER ROAD;STRONGSVILLE;OH;44136;USA;440 846 2334
6485;4105;Claires;GENESEE VALLEY MALL;3361 SOUTH LINDEN ROAD;FLINT;MI;48507;USA;810 230 7611
6488;5207;Claires;SOUTHPARK;4400 SHARON ROAD #V10;CHARLOTTE;NC;28211;USA;704 367 0785
6492;6201;Claires;LEIGH MALL;1404 OLD ABERDEEN ROAD;COLUMBUS;MS;39701;USA;662 327 4414
6495;5007;Claires;SOUTHPARK MALL-MOLINE;4500 16TH STREET, SPC.388;MOLINE;IL;61265;USA;309 797 4807
6496;5007;Claires;NORTHPARK-DAVENPORT;320 W. KIMBERLY  SPC 154 & 156;DAVENPORT;IA;52806;USA;563 391 8312
6498;7016;Claires;MALL OF AMERICA;394 N. GARDEN     SPCW365;BLOOMINGTON;MN;55425;USA;952 851 0050
6499;4302;Claires;JERSEY GARDENS;651 KAPKOWSKI ROAD, SPACE#2460;ELIZABETH;NJ;07201;USA;908 282 0210
6502;4306;Claires;THE SHOPS @ LIBERTY PLACE;1625 CHESTNUT STREET;PHILADELPHIA;PA;19103;USA;215 564 0640
6504;4218;Claires;CAPE COD MALL;793 IYANNOUGH ROAD;HYANNIS;MA;02601;USA;508 775 0617
6508;4123;Claires;THE GALL. @ PITTS. MILLS;442 PITTSBURGH MILLS CIRCLE;TARENTUM;PA;15084;USA;724 274 4229
6510;4217;Claires;GREENDALE MALL;7 NEPONSET STREET;WORCESTER;MA;01606;USA;508 856 0899
6517;4315;Claires;QUEENS CENTER;90-15 QUEENS BLVD   #3024;ELMHURST;NY;11373;USA;718 271 3009
6520;7111;Icing;SANTA ROSA PLAZA;1046 SANTA ROSA PLAZA;SANTA ROSA;CA;95401;USA;707 579 5538
6530;4317;Claires;WOODBRIDGE CENTER;413 WOODBRIDGE CENTER DRIVE;WOODBRIDGE;NJ;07095;USA;732 634 4405
6537;4308;Claires;FASHION CTR AT PENTAGON CITY;1100 S. HAYES STREET # X-5;ARLINGTON;VA;22202;USA;703 415 8118
6543;7210;Claires;FRONTIER MALL;1400 DELL RANGE BLVD;CHEYENNE;WY;82009;USA;307 778 0522
6545;5201;Claires;TANGER O.C. NAGS HEAD;7100 S. CROATAN HIGHWAY SP.88;NAGS HEAD;NC;27959;USA;252 480 1701
6548;4219;Claires;SETTLERS GREEN O.VILLAGE;2 COMMON CT.UNIT #D18;NORTH CONWAY;NH;03860;USA;603 356 9285
6552;4203;Claires;TANGER O C  OF HERSHEY;145 OUTLET SQUARE;HERSHEY;PA;17033;USA;717 520 1231
6555;6111;Claires;CENTRAL TEXAS MARKETPLACE;2412 WEST LOOP 340;WACO;TX;76711;USA;254 662 0114
6557;5201;Claires;PEMBROKE MALL;4554 VIRGINIA BEACH BLVD #700;VIRGINIA BEACH;VA;23462;USA;757 554 0123
6558;6107;Claires;TANGER O.C. SAN MARCOS;4015 I-35 SOUTH;SAN MARCOS;TX;78666;USA;512 353 1431
6559;7015;Claires;NORTH BRANCH OUTLET;38500 TANGER DRIVE SUITE 201;NORTH BRANCH;MN;55056;USA;651 674 2044
6561;5305;Claires;COASTLAND CENTER;1942 N. TAMIAMI TRAIL #J-3;NAPLES;FL;34102;USA;239 262 0226
6563;5308;Claires;THE AVENUE VIERA;2261 TOWN CENTER AVE SPC #141;MELBOURNE;FL;32940;USA;321 631 9120
6564;7206;Claires;KALISPELL CENTER MALL;20 NORTH MAIN ST.;KALISPELL;MT;59901;USA;406 755 1757
6567;7211;Claires;FLATACRES MARKET CENTER;11469 S.TWENTY MILE ROAD;PARKER;CO;80134;USA;720 842 5054
6568;6003;Claires;LAS VEGAS PREMIUM OUTLETS-STH;7400 LAS VEGAS BLVD SOUTH;LAS VEGAS;NV;89123;USA;702 260 4363
6570;4107;Claires;FINDLAY VILLAGE MALL;1800 TIFFIN AVENUE;FINDLAY;OH;45840;USA;419 420 0189
6571;7208;Claires;NEWGATE MALL;3651 WALL AVE SPACE 1068;OGDEN;UT;84405;USA;801 622 2416
6572;6010;Claires;ONTARIO MILLS;ONE ONTARIO MILLS CIRCLE #1025;ONTARIO;CA;91764;USA;909 484 3999
6575;4210;Claires;SHOPPINGTOWN MALL;3649 ERIE BOULEVARD EAST #38;DEWITT;NY;13214;USA;315 251 0603
6576;6112;Claires;THE GALLERIA-HOUSTON;5135 WEST ALABAMA STREET;HOUSTON;TX;77056;USA;713 963 0255
6577;6201;Claires;WOLFCHASE GALLERIA;2760 NORTH GERMANTOWN #211;MEMPHIS;TN;38133;USA;901 381 4573
6578;5001;Claires;JOHNSON CREEK OUTLET CTR;595 WEST LINMAR LANE STE B110;JOHNSON CREEK;WI;53038;USA;920 699 3903
6579;7015;Claires;ALBERTVILLE PREMIUM OUTLETS;6415 LABEAUX AVE # B 140;ALBERTVILLE;MN;55301;USA;763 497 8885
6581;5210;Claires;NORTHLAKE-ATLANTA;4800 BRIAR CLIFF ROAD #2016;ATLANTA;GA;30345;USA;770 492 0308
6583;5301;Claires;PLAZA DEL ATLANTICO;PR 2, KM 80.3  SPC #15;ARECIBO;PR;00612;USA;787 879 1793
6586;7111;Claires;THE SHOPS AT TANFORAN;1150  EL CAMINO REAL;SAN BRUNO;CA;94066;USA;650 588 5930
6589;4315;Claires;210 86TH STREET;210 E. 86TH STREET;NEW YORK;NY;10028;USA;212 988 1143
6590;5210;Claires;ARBOR PLACE;6700 DOUGLAS BLVD.;DOUGLASVILLE;GA;30135;USA;678 838 9095
6591;6109;Claires;HILLSIDE VILLAGE;205 WEST FM 1382 SPC# 617;CEDAR HILL;TX;75104;USA;972 291 7594
6592;6211;Claires;SMITH FARM CROSSING;9031 NORTH 121 EAST AVE;OWASSO;OK;74055;USA;918 376 9319
6593;7206;Claires;SPOKANE VALLEY MALL;14700 INDIANA AVE    #2046;SPOKANE;WA;99216;USA;509 893 0532
6594;6214;Claires;OSAGE BEACH PREMIUM OUTLET;4540 HIGHWAY 54,SPC A-4;OSAGE BEACH;MO;65065;USA;573 348 1608
6595;4308;Claires;SPRINGFIELD MALL;6500 SPRINGFIELD MALL SPC12048;SPRINGFIELD;VA;22150;USA;703 922 0198
6596;6007;Claires;LAKE ARROWHEAD VILLAGE;28200 HWY 189;LAKE ARROWHEAD;CA;92352;USA;909 336 9033
6597;4217;Claires;NATICK COLLECTION;1245 WORCESTER ST #1176;NATICK;MA;01760;USA;508 651 9359
6598;4218;Claires;COLONY PLACE;134 COLONY PLACE;PLYMOUTH;MA;02360;USA;508 746 2742
6599;4123;Claires;TANGER O.C. PITTSBURGH;2200 TANGER BLVD SPC # 932;WASHINGTON;PA;15301;USA;724 222 2493
6600;7103;Claires;SEASIDE FACTORY OUTLET;1111 NORTH ROOSEVELT DRIVE;SEASIDE;OR;97138;USA;503 738 6727
6601;5009;Claires;JORDAN CREEK TOWN CENTER;101 JORDAN CREEK PRKWY #11460;WEST DES MOINES;IA;50266;USA;515 223 1501
6602;5304;Claires;CORAL RIDGE MALL;3200 N. FEDERAL HWY   SPC 603;FT LAUDERDALE;FL;33306;USA;954 567 0187
6603;4219;Claires;NORTHSHORE MALL;210 ANDOVER STREET;PEABODY;MA;01960;USA;978 531 5392
6604;4317;Claires;JACKSON PREMIUM OUTLETS;537 MONMOUTH ROAD;JACKSON;NJ;08527;USA;732 833 1200
6605;7210;Claires;MERIDIAN CROSSROADS;1400 N. EAGLE RD. SUITE 105;MERIDIAN;ID;83642;USA;208 288 2245
6606;4306;Claires;THE COURT AT KING OF PRUSSIA;690 WEST DEKALB PIKE #2075;KING OF PRUSSIA;PA;19406;USA;610 337 7224
6608;5206;Claires;ALAMANCE CENTER;3176 WALTHAM BLVD;BURLINGTON;NC;27215;USA;336 584 8799
6609;5210;Claires;MT. BERRY SQUARE;722 MOUNT BERRY SQUARE NE;ROME;GA;30165;USA;706 292 9010
6610;5208;Claires;STREETS OF INDIAN LAKE;300 INDIAN LAKE BLVD #260;HENDERSONVILLE;TN;37075;USA;615 264 0314
6611;5304;Claires;SHOPS AT PEMBROKE GARDENS;14545 SW 5TH STREET;PEMBROKE PINES;FL;33027;USA;954 430 8363
6612;6002;Claires;CAMARILLO PREMIUM OUTLETS;950  CAMARILLO CENTER STE 922;CAMARILLO;CA;93010;USA;805 383 0195
6613;7111;Claires;PETALUMA VILLAGE P. O.;2200 PETALUMA BLVD.NORTH  #430;PETALUMA;CA;94952;USA;707 778 7355
6614;6001;Claires;PEARLRIDGE CENTER;98-1005 MOANALUA ROAD STE 215B;AIEA, OAHU;HI;96701;USA;808 484 1474
6615;5307;Claires;THE SHOPS AT WIREGRASS;28163 PASEO DRV SPACE # 810;WESLEY CHAPEL;FL;33543;USA;813 991 4236
6617;4316;Claires;TANGER O.C. RIVERHEAD;1308 TANGER DRIVE # 1308;RIVERHEAD;NY;11901;USA;631 727 5501
6618;5205;Claires;TANGER O.C. COMMERCE;800 STEVEN B.TANGER BLVD #510;COMMERCE;GA;30529;USA;706 336 5953
6619;5310;Claires;BRIDGE STREET TOWN CENTRE;365 THE BRIDGE STREET N.W.#113;HUNTSVILLE;AL;35806;USA;256 327 8463
6620;4326;Claires;THE CENTRE AT SALISBURY;2300 N. SALISBURY BLVD SP-J105;SALISBURY;MD;21801;USA;410 543 8378
6621;7108;Claires;WEBERSTOWN MALL;4950 PACIFIC AVENUE #215;STOCKTON;CA;95207;USA;209 957 7249
6622;4212;Claires;BRASS MILL CTR & COMMONS;495 UNION STREET        #2176;WATERBURY;CT;06702;USA;203 757 7401
6623;7017;Claires;SUNSET PLAZA;1700 MARKET LANE;NORFOLK;NE;68701;USA;402 379 4685
6625;5009;Claires;CORAL RIDGE MALL;1451 CORAL RIDGE AV.;CORALVILLE;IA;52241;USA;319 625 2645
6627;5205;Claires;NORTH GEORGIA PREMIUM OUTLETS;800 HWY 400 SOUTH SPC 755;DAWSONVILLE;GA;30534;USA;706 216 5013
6628;4217;Claires;EAST BROOK MALL;95 ROUTE 195;WILLIMANTIC;CT;06226;USA;860 456 7086
6629;5005;Claires;LIGHTHOUSE PREMIUM OUTLETS;1635 LIGHTHOUSE PLACE;MICHIGAN CITY;IN;46360;USA;219 879 0245
6630;7102;Claires;CENTRALIA F.O.;1334 LUM ROAD;CENTRALIA;WA;98531;USA;360 807 1984
6631;4220;Claires;WRENTHAM VILLAGE P.O.;1048 SOUTH STREET;WRENTHAM;MA;02093;USA;508 384 2066
6632;4107;Claires;SOUTHLAND CENTER;23000 EUREKA ROAD SPC 1125;TAYLOR;MI;48180;USA;734 287 6526
6633;4308;Claires;DULLES TOWN CENTER;21100 DULLES TOWN CIRCLE #B109;DULLES;VA;20166;USA;703 433 0978
6634;4217;Claires;LEE PREMIUM OUTLETS;290 PREMIUM OUTLETS BLVD #F290;LEE;MA;01238;USA;413 243 0222
6635;7209;Claires;GLENWOOD SPRINGS MALL;51027 HWY 6 & 24  #103;GLENWOOD SPRINGS;CO;81601;USA;970 947 0603
6636;5002;Claires;BAYSHORE TOWN CENTER;5800 N. BAYSHORE DR. # Q-115;GLENDALE;WI;53217;USA;414 964 6865
6638;4203;Claires;TOS AT GETTYSBURG;1863 GETTYSBERG VLG STE. 810;GETTYSBURG;PA;17325;USA;717 334 7131
6639;6007;Claires;WST-TOPANGA;6600 TOPANGA CANYON BLVD.;CANOGA PARK;CA;91303;USA;818 615 0993
6641;4125;Claires;WALDEN GALLERIA;ONE WALDEN GALLERIA DR;BUFFALO;NY;14225;USA;716 685 0626
6642;4210;Claires;PYRAMID MALL;40 CATHERWOOD ROAD;ITHACA;NY;14850;USA;607 266 9302
6645;7102;Claires;NORTH BEND PREMIUM OUTLETS;461 S. FORK AVENUE S.W. STE P;NORTH BEND;WA;98045;USA;425 888 4133
6646;7014;Claires;WASHINGTON SQUARE MALL;808 WASHINGTON AVENUE;DETROIT LAKES;MN;56501;USA;218 847 4817
6648;4213;Claires;WILTON MALL AT SARATOGA;3065 ROUTE 50;SARATOGA SPRINGS;NY;12866;USA;518 583 8039
6649;4105;Claires;GREAT LAKES CROSSING;4588 BALDWIN ROAD;AUBURN HILLS;MI;48326;USA;248 338 1794
6654;7111;Claires;WESTLAKE SHOPPING CENTER;456 WESTLAKE CENTER;DALY CITY;CA;94015;USA;650 755 5442
6655;6012;Claires;FOOTHILLS MALL;7401 N.LA CHOLLA BLVD STE 176;TUCSON;AZ;85741;USA;520 531 8544
6659;6104;Claires;BROADMOOR SHOPPING CENTER;1401 N. TURNER;HOBBS;NM;88240;USA;575 397 1169
6660;5201;Claires;MACARTHUR CENTER;300 MONTICELLO AVE SPACE #169;NORFOLK;VA;23510;USA;757 625 5442
6663;7106;Claires;FOLSOM PREMIUM OUTLETS;13000 FOLSOM BLVD;FOLSOM;CA;95630;USA;916 985 7168
6664;4107;Claires;JACKSON CROSSING;1224 JACKSON CROSSING;JACKSON;MI;49202;USA;517 768 2261
6667;7014;Claires;PAUL BUNYAN MALL;1401 PAUL BUNYAN DRIVE NW;BEMIDJI;MN;56601;USA;218 751 0134
6669;4121;Claires;DAYTON MALL;2700 MIAMISBURG SPC 1150;DAYTON;OH;45459;USA;937 436 5234
6670;6006;Claires;THE PROMENADE IN TEMECULA;40820 WINCHESTER;TEMECULA;CA;92591;USA;951 296 3133
6672;5308;Claires;OVIEDO MALL;1685 OVIEDO MALL BLVD;OVIEDO;FL;32765;USA;407 977 2808
6674;5001;Claires;MEMORIAL MALL;3347 KOHLER MEMORIAL DR. #C01;SHEBOYGAN;WI;53081;USA;920 208 3652
6678;5307;Claires;WST-CITRUS PARK;8135-A CITRUS PARK TOWN CENTER;TAMPA;FL;33625;USA;813 920 2168
6684;7015;Claires;NORTHTOWN-BLAINE;614 NORTHTOWN DRIVE;BLAINE;MN;55434;USA;763 783 9185
6686;5002;Claires;THE SHOPS AT FOX RIVER;2910 COMMERCE DRIVE SPC#F8;JOHNSBURG;IL;60050;USA;815 363 5045
6689;4306;Claires;PLYMOUTH MEETING MALL;500 W GERMANTOWN PIKE STE#1135;PLYMOUTH MEETING;PA;19462;USA;610 825 9170
6691;4327;Claires;LEESBURG PREMIUM OUTLETS;241 FORT EVANS ROAD;LEESBURG;VA;20176;USA;703 779 4727
6692;5310;Claires;QUINTARD MALL;700 QUINTARD DRIVE;OXFORD;AL;36203;USA;256 831 7140
6694;5012;Claires;HAMILTON TOWN CENTER;13904 TOWN CENTER BLVD;NOBLESVILLE;IN;46060;USA;317 773 5680
6695;5004;Claires;ARBORETUM OF S.BARRINGTON;100 WEST HIGGINS ROAD #H-55;SOUTH BARRINGTON;IL;60010;USA;847 836 0021
6696;5005;Claires;CITICORP CENTER;500 W. MADISON;CHICAGO;IL;60661;USA;312 648 2305
6697;5208;Claires;PROVIDENCE MARKETPLACE;401 MT JULIET ROAD SPC 510;MOUNT JULIET;TN;37122;USA;615 758 0020
6702;7212;Claires;GARDEN VALLEY SHOPPING CENTER;780 NW GARDEN VALLEY BLVD.#100;ROSEBURG;OR;97471;USA;541 957 1477
6705;7208;Claires;PROVO TOWN CENTER;1200 TOWN CENTER BLVD;PROVO;UT;84601;USA;801 852 3150
6708;6001;Claires;WINDWARD MALL;46-056 KAMEHAMEHA HWY.;KANEOHE;HI;96744;USA;808 247 6985
6709;6003;Claires;BARSTOW OUTLET CENTER;2796 TANGER WAY SPC # 325;BARSTOW;CA;92311;USA;760 253 5279
6711;4123;Claires;DUBOIS MALL;5522 SHAFFER ROAD SUITE 55;DUBOIS;PA;15801;USA;814 371 5758
6715;4210;Claires;SOUTHSIDE MALL;5006 STATE HWY 23;ONEONTA;NY;13820;USA;607 432 3696
6718;4107;Claires;ADRIAN MALL;1357 S.MAIN STREET      #1204;ADRIAN;MI;49221;USA;517 266 0149
6719;6209;Claires;GARDEN CITY SHOPPIGN CTR;2214 E. KANSAS AVENUE;GARDEN CITY;KS;67846;USA;620 271 9039
6721;5302;Claires;LAS CATALINAS;CARR.NO.1 KM 267 FSQ 798;CAGUAS;PR;00725;USA;787 746 5155
6723;6112;Claires;THE GALLERIA-HOUSTON;5015 WESTHEIMER  SPC #A1185;HOUSTON;TX;77056;USA;713 572 4743
6725;6201;Claires;CARRIAGE CROSSING;4670 MERCHANTS PARK CIRCLE;COLLIERVILLE;TN;38017;USA;901 861 4556
6727;4110;Claires;EASTLAND-HARPER WOODS;18000 E 8 MILE RD # 755;HARPER WOODS;MI;48225;USA;313 372 6810
6728;7211;Claires;PARK MEADOWS;8505 PARK MEADOWS CENTER DRIVE;LONE TREE;CO;80124;USA;303 790 4992
6730;4306;Claires;ROOSEVELT MALL;2329 COTTMAN AVENUE;PHILADELPHIA;PA;19149;USA;215 543 0496
6735;6209;Claires;MEADOWBROOK MALL S.C.;202 EAST CENTENNIAL;PITTSBURGH;KS;66762;USA;620 231 1522
6736;4125;Claires;OLEAN CENTER MALL;400 N.UNION;OLEAN;NY;14760;USA;716 373 6659
6737;6207;Claires;EDGEWOOD MALL-MCCOMB;1722 VETERANS BLVD;MC COMB;MS;39648;USA;601 250 1183
6742;5207;Claires;CAROLINA MALL;1480 US HIGHWAY 29 NORTH;CONCORD;NC;28025;USA;704 795 1432
6743;7212;Claires;WOODBURN COMPANY STORES;1001 ARNEY ROAD SUITE 419;WOODBURN;OR;97071;USA;503 981 1435
6744;4327;Claires;CROSSROADS-MT.HOPE;41 CROSSROADS MALL;MT HOPE;WV;25880;USA;304 255 1330
6745;5203;Claires;TANGER O.C. HILTON HEAD;1414 FORDING ISLAND ROAD;BLUFFTON;SC;29910;USA;843 836 3177
6751;4328;Claires;RIVER RIDGE MALL;3405 CANDLERS MTN RD;LYNCHBURG;VA;24502;USA;434 832 0829
6753;4213;Claires;AUBURN MALL;550 CENTER STREET;AUBURN;ME;04210;USA;207 795 7848
6756;6207;Claires;SAWMILL SQUARE;910 SAWMILL ROAD;LAUREL;MS;39440;USA;601 426 0030
6757;6004;Claires;FASHION VALLEY MALL;7007 FRIARS ROAD SPC # 363;SAN DIEGO;CA;92108;USA;619 296 4305
6758;5305;Claires;MIROMAR OUTLETS;10801 CORKSCREW ROAD;ESTERO;FL;33928;USA;239 948 4044
6761;5005;Claires;DOWNTOWN OAK PARK;407 N. HARLEM;OAK PARK;IL;60301;USA;708 763 9352
6762;4204;Claires;PALMER PARK MALL;2455 PARK AVENUE;EASTON;PA;18045;USA;610 923 0467
6766;5303;Claires;DOLPHIN MALL;11401 NW 12TH STREET;MIAMI;FL;33172;USA;305 436 8816
6769;5202;Claires;TANGER O.C. HWY 501-MYRTLE;4635 FACTORY STORES BLVD;MYRTLE BEACH;SC;29579;USA;843 236 0105
6772;6012;Claires;THE MALL AT SIERRA VISTA;2200 EL MERCADO LOOP;SIERRA VISTA;AZ;85635;USA;520 458 7287
6773;5308;Claires;ORLANDO INT. PREMIUM OUTLETS;4973 INTERNATIONAL DRIVE;ORLANDO;FL;32819;USA;407 351 6365
6774;6104;Claires;NORTH PLAINS MALL;2809 N. PRINCE STREET;CLOVIS;NM;88101-4473;USA;575 763 3484
6779;5201;Claires;GOLDEN EAST CROSSING;1100 N. WESLEYAN BLVD.;ROCKY MOUNT;NC;27804;USA;252 442 4919
6781;4108;Claires;RIVERTOWN CROSSINGS;3700 RIVERTOWN PARKWAY;GRANDVILLE;MI;49418;USA;616 532 3045
6784;7111;Claires;HILLTOP MALL;2445 HILLTOP MALL DRIVE RD;RICHMOND;CA;94806;USA;510 222 5134
6786;6104;Claires;RIO WEST MALL;1300 W. MALONEY AVE;GALLUP;NM;87301;USA;505 722 2810
6787;5311;Claires;PIER PARK;205 BLUEFISH DRIVE SPC #110;PANAMA CITY;FL;32413;USA;850 234 6026
6790;5205;Claires;MALL OF GEORGIA;3333 BUFORD DRIVE STE 2011;BUFORD;GA;30519;USA;678 482 7141
6793;4203;Claires;TANGER O.C. LANCASTER;901 OUTLET DRIVE;LANCASTER;PA;17602;USA;717 394 4223
6796;6002;Claires;PACIFIC VIEW VENTURA;3301 E. MAIN ST. SPACE#1101;VENTURA;CA;93003;USA;805 658 1229
6798;4220;Claires;CRYSTAL MALL;850 HARTFORD TURNPIKE;WATERFORD;CT;06385;USA;860 447 3422
6799;6211;Claires;WASHINGTON PARK MALL;2350 SE WASHINGTON BLVD;BARTLESVILLE;OK;74006;USA;918 333 2151
6803;5307;Claires;WST-BRANDON;639 BRANDON TOWN CTR DR SPC326;BRANDON;FL;33511;USA;813 655 5425
6805;6111;Claires;ALLEN PREMIUM OUTLETS;820 WEST STACY ROAD;ALLEN;TX;75013-4805;USA;972 678 0431
6808;7212;Claires;CLACKAMAS TOWN CENTER;12000 SE 82 AVENUE SPACE 1124;PORTLAND;OR;97086;USA;503 654 8145
6809;5202;Claires;MOUNT PLEASANT TOWNE CTR;1328 THEATER DRIVE;MT. PLEASANT;SC;29464;USA;843 884 4345
6810;6002;Claires;LA CUMBRE PLAZA;136 SOUTH HOPE AVE #D-108;SANTA BARBARA;CA;93105;USA;805 682 5053
6815;7106;Claires;NATOMAS MARKETPLACE;3681 TRUXEL RD;SACRAMENTO;CA;95834;USA;916 928 1282
6816;6104;Claires;CARLSBAD MALL;2302 W. PIERCE STREET;CARLSBAD;NM;88220;USA;575 628 3136
6818;5007;Claires;GERRY CENTENNIAL PLAZA;1750 DOUGLAS ROAD;OSWEGO;IL;60543;USA;630 551 2593
6822;5305;Claires;COCONUT POINT;23191 FASHION DRIVE SPC #121;ESTERO;FL;33928;USA;239 495 2975
6823;4204;Claires;SHOPES AT MONTAGE      CLAIRES;1141 SHOPPES BLVD;MOOSIC;PA;18507;USA;570 961 1510
6824;4328;Claires;NEW TOWN SHOPS;5127 MAIN STREET SPC # 800;WILLIAMSBURG;VA;23188;USA;757 220 3408
6825;7209;Claires;FLATIRON CROSSING;1 WEST FLATIRON CIRCLE;BROOMFIELD;CO;80021;USA;303 460 7707
6827;7111;Claires;HILLSDALE SHOPPING CENTER;404 HILLSDALE SHOP CTR #2132;SAN MATEO;CA;94403;USA;650 573 0594
6828;6006;Claires;BUENA PARK MALL;8281C ON THE MALL;BUENA PARK;CA;90620;USA;714 252 9029
6829;6210;Claires;PENN SQUARE MALL;1901 NW EXPRESSWAY SUITE#2008;OKLAHOMA CITY;OK;73118;USA;405 767 6912
6830;7106;Claires;GALLERIA AT ROSEVILLE;1151 GALLERIA BOULEVARD #2057;ROSEVILLE;CA;95678;USA;916 788 1484
6831;6110;Claires;STONEBRIAR CENTRE;2601 PRESTON ROAD        #1024;FRISCO;TX;75034;USA;972 668 6655
6832;6104;Claires;DURANGO MALL;800 SOUTH CAMINO DEL RIO;DURANGO;CO;81301;USA;970 247 7911
6834;4220;Claires;SILVER CITY GALLERIA;2 GALLERIA MALL DRIVE #A-114;TAUNTON;MA;02780;USA;508 822 2768
6836;5301;Claires;PLAZA GUAYNABO;STATE ROAD #20,KM.3.4 SP# 116;GUAYNABO;PR;00965;USA;787 731 8943
6842;6210;Claires;MOUNTAIN VIEW MALL;1211 NORTH COMMERCE;ARDMORE;OK;73401;USA;580 226 6324
6843;4219;Claires;THE LOOP-METHUEN;90 PLEASANT VALLEY STREET;METHUEN;MA;01844;USA;978 683 2570
6844;4298;Claires;AAFES FORT BENNING;9220 MARNE RD.;FORT BENNING;GA;31905;USA;800 252 4737
6845;4298;Claires;AAFES FORT BELVOIR;8651 JOHN J KINGMAN BLDG 2321;FORT BELVOIR;VA;22060;USA;800 252 4737
6847;4308;Claires;ARUNDEL MILLS;7000 ARUNDEL MILLS CIRCLE;HANOVER;MD;21076;USA;443 755 9880
6853;4219;Claires;TANGER O.C. TILTON;120 LACONIA ROAD;TILTON;NH;03276;USA;603 286 8477
6855;6111;Claires;THE SHOPS AT WILLOW BEND;6121 WEST PARK BLVD #C114;PLANO;TX;75093;USA;972 202 5558
6856;5307;Claires;COASTAL WAY;13105 CORTEZ BLVD;SPRING HILL;FL;34613;USA;352 592 0008
6858;5304;Claires;THE MALL @ WELLINGTON;10300 WEST FOREST HILL BLVD;WELLINGTON;FL;33414;USA;561 784 4465
6859;5307;Claires;INTERNATIONAL PLAZA;2223 N. WEST SHORE BLVD #112;TAMPA;FL;33607;USA;813 348 9133
6860;4121;Claires;ROOKWOOD COMMONS;2727 EDMONDSON ROAD;NORWOOD;OH;45209;USA;513 351 3230
